UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8224,H01618,H,301.5,310.5,1551,43.1,167,0,0,0,0,0,0
8225,L04148,L,301.3,309.3,1341,31.2,143,0,0,0,0,0,0
8226,L04149,L,297.6,308.0,1470,39.8,233,0,0,0,0,0,0
8227,M02460,M,299.8,308.9,1467,19.9,141,0,0,0,0,0,0
8228,L04150,L,300.7,311.1,1576,46.2,211,0,0,0,0,0,0
8229,H01619,H,300.3,309.8,1906,54.4,224,0,0,0,0,0,0
8230,M02461,M,296.6,305.8,1595,30.9,198,0,0,0,0,0,0
8231,L04151,L,300.3,309.7,1414,44.4,37,0,0,0,0,0,0
8232,L04152,L,301.3,310.0,1381,37.9,196,0,0,0,0,0,0
8233,H01620,H,303.2,312.6,1461,41.1,199,0,0,0,0,0,0
8234,M02462,M,298.7,307.9,1325,37.5,170,0,0,0,0,0,0
8235,H01621,H,298.9,308.9,1527,37.0,93,0,0,0,0,0,0
8236,L04153,L,299.6,309.7,1168,31.7,73,0,0,0,0,0,0
8237,H01622,H,300.6,309.5,1457,29.1,164,0,0,0,0,0,0
8238,M02463,M,300.2,311.3,1473,51.0,184,0,0,0,0,0,0
8239,M02464,M,301.2,311.0,1267,23.2,232,0,0,0,0,0,0
8240,L04154,L,297.7,309.3,1423,39.8,86,0,0,0,0,0,0
8241,L04155,L,300.8,311.0,1723,39.4,73,0,0,0,0,0,0
8242,H01623,H,298.5,308.6,1738,39.5,187,0,0,0,0,0,0
8243,H01624,H,299.7,309.2,1393,46.6,247,1,1,0,0,0,0
8244,L04156,L,303.4,314.0,1604,36.3,73,0,0,0,0,0,0
8245,H01625,H,297.2,307.2,1200,46.5,69,0,0,0,0,0,0
8246,L04157,L,299.4,310.3,1440,59.9,226,0,0,0,0,0,0
8247,L04158,L,297.5,309.1,1546,38.5,66,0,0,0,0,0,0
8248,L04159,L,300.3,309.6,1805,19.7,105,0,0,0,0,0,0
8249,L04160,L,302.1,312.7,1738,38.6,250,0,0,0,0,0,0
8250,L04161,L,300.3,310.9,1541,37.6,202,0,0,0,0,0,0
8251,L04162,L,299.8,310.2,1317,44.0,63,0,0,0,0,0,0
8252,L04163,L,302.7,312.2,1771,20.1,240,0,0,0,0,0,0
8253,M02465,M,300.7,310.2,1431,43.2,213,0,0,0,0,0,0
8254,H01626,H,301.6,311.1,1589,35.8,246,0,0,0,0,0,0
8255,M02466,M,301.4,310.8,1475,48.0,101,0,0,0,0,0,0
8256,L04164,L,295.0,304.2,1898,34.8,168,0,0,0,0,0,0
8257,M02467,M,299.8,309.7,1377,48.7,96,0,0,0,0,0,0
8258,L04165,L,297.8,307.1,1683,24.9,111,0,0,0,0,0,0
8259,M02468,M,298.3,308.8,1482,40.2,169,0,0,0,0,0,0
8260,M02469,M,302.9,313.0,1613,30.3,104,0,0,0,0,0,0
8261,L04166,L,299.3,309.4,1824,35.1,106,0,0,0,0,0,0
8262,L04167,L,303.8,313.5,1168,67.2,137,0,0,0,0,0,0
8263,H01627,H,297.2,307.3,1486,30.5,27,0,0,0,0,0,0
8264,H01628,H,297.8,307.6,1321,36.3,249,0,0,0,0,0,0
8265,M02470,M,301.5,312.3,1589,28.6,209,0,0,0,0,0,0
8266,H01629,H,299.3,308.9,1638,36.9,122,0,0,0,0,0,0
8267,H01630,H,300.6,311.0,1405,38.5,191,0,0,0,0,0,0
8268,L04168,L,299.8,308.5,1395,32.7,252,0,0,0,0,0,0
8269,M02471,M,299.7,310.4,1540,55.8,130,0,0,0,0,0,0
8270,L04169,L,299.4,308.8,1245,51.6,183,0,0,0,0,0,0
8271,L04170,L,300.4,309.4,1566,30.5,21,0,0,0,0,0,0
8272,L04171,L,301.3,310.1,1336,48.2,241,0,0,0,0,0,0
8273,H01631,H,303.2,312.0,1646,35.2,41,0,0,0,0,0,0
8274,M02472,M,299.6,309.1,1236,27.7,202,0,0,0,0,0,0
8275,L04172,L,299.2,310.7,1386,32.8,123,0,0,0,0,0,0
8276,L04173,L,299.0,308.3,1349,27.4,163,0,0,0,0,0,0
8277,L04174,L,302.9,310.9,1440,49.4,150,0,0,0,0,0,0
8278,M02473,M,301.4,311.7,1775,31.2,105,0,0,0,0,0,0
8279,H01632,H,296.2,305.1,1669,52.9,240,0,0,0,0,0,0
8280,L04175,L,296.1,306.9,1404,41.4,78,0,0,0,0,0,0
8281,L04176,L,298.3,307.9,1403,36.0,58,0,0,0,0,0,0
8282,M02474,M,300.5,310.2,1677,35.0,226,0,0,0,0,0,0
8283,L04177,L,299.9,311.1,1267,57.5,74,0,0,0,0,0,0
8284,M02475,M,301.0,311.6,1504,40.1,27,0,0,0,0,0,0
8285,L04178,L,299.6,308.4,1378,35.0,39,0,0,0,0,0,0
8286,L04179,L,302.8,311.7,1465,48.5,90,0,0,0,0,0,0
8287,L04180,L,301.5,309.8,1661,45.9,222,0,0,0,0,0,0
8288,H01633,H,300.2,312.2,1366,30.1,167,0,0,0,0,0,0
8289,L04181,L,302.3,311.4,1694,40.1,32,0,0,0,0,0,0
8290,L04182,L,296.7,307.9,1939,21.9,135,0,0,0,0,0,0
8291,M02476,M,299.8,309.3,1620,39.7,157,0,0,0,0,0,0
8292,H01634,H,300.3,309.2,1483,43.1,204,0,0,0,0,0,0
8293,L04183,L,301.2,311.2,1731,44.5,142,0,0,0,0,0,0
8294,L04184,L,296.6,306.2,1278,30.0,86,0,0,0,0,0,0
8295,M02477,M,299.5,310.3,1804,32.6,251,0,0,0,0,0,0
8296,L04185,L,300.8,311.6,1349,42.5,65,0,0,0,0,0,0
8297,M02478,M,301.0,310.4,1933,52.5,244,0,0,0,0,0,0
8298,L04186,L,302.4,310.9,1356,40.9,52,0,0,0,0,0,0
8299,L04187,L,301.5,310.3,1632,34.4,131,0,0,0,0,0,0
8300,L04188,L,299.9,307.9,1188,49.7,27,0,0,0,0,0,0
8301,M02479,M,301.3,311.1,1457,41.3,225,0,0,0,0,0,0
8302,L04189,L,299.6,309.6,1284,41.8,123,0,0,0,0,0,0
8303,L04190,L,300.3,309.2,1211,48.0,223,0,0,0,0,0,0
8304,L04191,L,301.6,310.3,1741,39.0,208,0,0,0,0,0,0
8305,M02480,M,299.9,309.9,1254,30.7,48,0,0,0,0,0,0
8306,L04192,L,300.7,310.1,1352,38.5,14,0,0,0,0,0,0
8307,M02481,M,301.9,311.7,1329,51.1,231,0,0,0,0,0,0
8308,M02482,M,301.4,311.1,1727,58.9,142,0,0,0,0,0,0
8309,L04193,L,302.5,312.7,1703,27.8,215,0,0,0,0,0,0
8310,H01635,H,304.0,313.4,1754,56.4,174,0,0,0,0,0,0
8311,H01636,H,301.4,310.9,1342,36.3,194,0,0,0,0,0,0
8312,L04194,L,299.1,307.2,1769,40.2,122,0,0,0,0,0,0
8313,L04195,L,301.0,311.0,1341,57.0,185,0,0,0,0,0,0
8314,L04196,L,300.9,311.0,1349,35.9,232,0,0,0,0,0,0
8315,L04197,L,301.2,311.0,1360,37.3,179,0,0,0,0,0,0
8316,M02483,M,303.0,314.9,1367,33.6,235,0,0,0,0,0,0
8317,H01637,H,296.6,306.8,1481,40.4,61,0,0,0,0,0,0
8318,H01638,H,303.0,312.9,1332,43.1,203,0,0,0,0,0,0
8319,L04198,L,303.7,314.2,1546,33.1,134,0,0,0,0,0,0
8320,L04199,L,301.1,313.1,1168,54.5,15,0,0,0,0,0,0
8321,L04200,L,301.2,311.4,1545,32.5,163,0,0,0,0,0,0
8322,M02484,M,299.5,307.5,1282,45.0,158,0,0,0,0,0,0
8323,L04201,L,300.0,310.4,1366,40.3,250,0,0,0,0,0,0
8324,H01639,H,301.4,310.5,1370,52.4,164,0,0,0,0,0,0
8325,H01640,H,301.3,309.3,1688,32.0,33,0,0,0,0,0,0
8326,L04202,L,301.4,313.1,1600,45.7,250,0,0,0,0,0,0
8327,M02485,M,301.3,312.7,1466,64.2,79,0,0,0,0,0,0
8328,M02486,M,301.8,310.9,1356,25.6,176,0,0,0,0,0,0
8329,H01641,H,301.6,310.7,1656,31.0,151,0,0,0,0,0,0
8330,L04203,L,298.0,308.1,1858,60.8,89,0,0,0,0,0,0
8331,L04204,L,301.7,310.8,1494,38.7,102,0,0,0,0,0,0
8332,M02487,M,303.7,313.6,1180,41.1,165,0,0,0,0,0,0
8333,L04205,L,299.9,309.2,1359,36.7,220,0,0,0,0,0,0
8334,M02488,M,303.0,312.6,1611,56.5,239,0,0,0,0,0,0
8335,L04206,L,298.2,306.8,1411,23.9,250,0,0,0,0,0,0
8336,M02489,M,299.9,310.8,1328,52.4,29,0,0,0,0,0,0
8337,H01642,H,298.7,309.9,1319,25.2,47,0,0,0,0,0,0
8338,L04207,L,302.8,312.7,1518,24.3,52,0,0,0,0,0,0
8339,L04208,L,303.3,313.2,1193,29.1,246,0,0,0,0,0,0
8340,M02490,M,299.8,310.4,1493,38.7,24,0,0,0,0,0,0
8341,L04209,L,302.3,312.3,1517,32.9,176,0,0,0,0,0,0
8342,M02491,M,303.3,315.0,1410,32.3,242,0,0,0,0,0,0
8343,M02492,M,299.9,308.6,1291,30.7,145,0,0,0,0,0,0
8344,L04210,L,300.3,311.1,1703,30.9,1,0,0,0,0,0,0
8345,H01643,H,301.5,311.4,1233,30.7,16,0,0,0,0,0,0
8346,M02493,M,298.3,307.2,1534,42.3,179,0,0,0,0,0,0
8347,M02494,M,300.2,312.2,1645,33.6,100,0,0,0,0,0,0
8348,L04211,L,304.0,316.0,1531,13.3,127,0,0,0,0,0,0
8349,L04212,L,299.0,308.8,1746,39.6,11,0,0,0,0,0,0
8350,L04213,L,301.7,312.2,1272,47.5,227,0,0,0,0,0,0
8351,H01644,H,301.0,310.6,1341,37.2,229,0,0,0,0,0,0
8352,H01645,H,299.7,309.4,1407,27.4,152,0,0,0,0,0,0
8353,H01646,H,300.4,309.3,2158,47.5,120,0,0,0,0,0,0
8354,L04214,L,303.5,312.2,1601,26.3,99,0,0,0,0,0,0
8355,M02495,M,301.1,313.0,1639,36.8,50,0,0,0,0,0,0
8356,M02496,M,301.4,311.4,1630,39.8,237,0,0,0,0,0,0
8357,M02497,M,303.2,313.3,1515,50.8,123,0,0,0,0,0,0
8358,L04215,L,299.4,308.6,1709,45.8,27,0,0,0,0,0,0
8359,H01647,H,297.9,308.1,1168,42.4,200,0,0,0,0,0,0
8360,L04216,L,303.5,312.0,1555,49.3,245,0,0,0,0,0,0
8361,L04217,L,300.3,309.5,1585,28.4,71,0,0,0,0,0,0
8362,H01648,H,301.8,310.6,1703,55.8,173,0,0,0,0,0,0
8363,L04218,L,298.5,309.8,1268,9.3,252,0,0,0,0,0,0
8364,L04219,L,300.8,309.1,1283,54.3,29,0,0,0,0,0,0
8365,M02498,M,297.8,306.6,1296,31.6,205,0,0,0,0,0,0
8366,H01649,H,300.1,308.1,1604,43.8,126,0,0,0,0,0,0
8367,L04220,L,298.7,307.8,1607,54.5,169,0,0,0,0,0,0
8368,M02499,M,298.2,307.8,1310,45.6,45,0,0,0,0,0,0
8369,L04221,L,299.4,310.4,1882,43.7,55,0,0,0,0,0,0
8370,L04222,L,295.4,305.2,1557,48.7,140,0,0,0,0,0,0
8371,L04223,L,297.7,307.3,1524,25.2,63,0,0,0,0,0,0
8372,M02500,M,301.6,311.9,1458,26.7,150,0,0,0,0,0,0
8373,L04224,L,300.7,310.3,1686,42.7,22,0,0,0,0,0,0
8374,L04225,L,297.9,309.9,1577,38.0,197,0,0,0,0,0,0
8375,M02501,M,301.1,310.5,1877,36.9,69,0,0,0,0,0,0
8376,M02502,M,298.2,308.7,1257,52.4,186,0,0,0,0,0,0
8377,M02503,M,301.4,312.3,1190,51.5,41,0,0,0,0,0,0
8378,H01650,H,299.8,309.1,1351,30.8,202,0,0,0,0,0,0
8379,L04226,L,299.3,309.5,1610,44.4,3,0,0,0,0,0,0
8380,L04227,L,299.8,309.3,1414,24.4,43,0,0,0,0,0,0
8381,L04228,L,304.0,314.3,1754,24.1,85,0,0,0,0,0,0
8382,M02504,M,298.5,308.6,1421,31.1,197,0,0,0,0,0,0
8383,L04229,L,300.5,310.3,1716,39.5,8,0,0,0,0,0,0
8384,L04230,L,301.6,310.4,1333,33.5,187,0,0,0,0,0,0
8385,L04231,L,298.1,309.9,1736,44.5,59,0,0,0,0,0,0
8386,L04232,L,296.8,307.4,1773,39.8,252,0,0,0,0,0,0
8387,H01651,H,298.8,307.2,1387,51.1,72,0,0,0,0,0,0
8388,M02505,M,301.5,311.1,1597,45.5,36,0,0,0,0,0,0
8389,L04233,L,299.3,307.7,1553,29.6,172,0,0,0,0,0,0
8390,M02506,M,299.5,310.3,1603,49.0,69,0,0,0,0,0,0
8391,M02507,M,301.8,311.8,1756,31.4,136,0,0,0,0,0,0
8392,L04234,L,298.4,308.4,1694,44.1,195,0,0,0,0,0,0
8393,L04235,L,299.8,309.0,1602,35.1,202,0,0,0,0,0,0
8394,M02508,M,297.0,306.7,1632,53.2,55,0,0,0,0,0,0
8395,L04236,L,300.6,311.4,1246,47.3,53,0,0,0,0,0,0
8396,M02509,M,300.5,311.5,1491,33.1,68,0,0,0,0,0,0
8397,M02510,M,301.6,312.4,1279,36.1,99,0,0,0,0,0,0
8398,M02511,M,297.7,306.2,1496,72.7,188,0,0,0,0,0,0
8399,H01652,H,299.6,309.4,1723,27.4,137,0,0,0,0,0,0
8400,M02512,M,297.4,307.7,1498,32.8,222,0,0,0,0,0,0
8401,M02513,M,299.5,308.8,1168,33.3,176,0,0,0,0,0,0
8402,L04237,L,303.0,311.3,1290,28.4,155,0,0,0,0,0,0
8403,M02514,M,299.4,308.1,1616,29.5,131,0,0,0,0,0,0
8404,H01653,H,297.3,308.8,1392,38.9,104,0,0,0,0,0,0
8405,H01654,H,298.6,307.4,1656,44.8,87,0,0,0,0,0,0
8406,H01655,H,296.8,306.8,1258,24.1,44,0,0,0,0,0,0
8407,L04238,L,297.4,307.3,1576,35.0,68,0,0,0,0,0,0
8408,M02515,M,301.3,311.2,1586,32.0,227,0,0,0,0,0,0
8409,H01656,H,297.1,306.8,1657,28.3,209,0,0,0,0,0,0
8410,M02516,M,300.6,311.4,1368,50.0,1,0,0,0,0,0,0
8411,M02517,M,300.1,310.1,1655,32.3,56,0,0,0,0,0,0
8412,M02518,M,298.9,308.3,1801,26.3,204,1,1,0,0,0,0
8413,M02519,M,300.5,310.5,1168,48.8,148,0,0,0,0,0,0
8414,L04239,L,298.1,306.8,1510,52.5,18,0,0,0,0,0,0
8415,L04240,L,301.7,312.2,1168,42.4,204,0,0,0,0,0,0
8416,H01657,H,298.6,307.9,1327,30.6,190,0,0,0,0,0,0
8417,H01658,H,299.2,308.6,1344,37.2,71,0,0,0,0,0,0
8418,H01659,H,299.0,309.5,1486,33.4,188,0,0,0,0,0,0
8419,L04241,L,301.4,311.0,1575,39.5,224,0,0,0,0,0,0
8420,L04242,L,301.1,310.7,1680,47.2,163,0,0,0,0,0,0
8421,L04243,L,295.0,306.2,1552,39.7,188,0,0,0,0,0,0
8422,H01660,H,300.5,309.5,1634,40.0,12,0,0,0,0,0,0
8423,M02520,M,296.5,307.0,1284,34.9,142,0,0,0,0,0,0
8424,H01661,H,299.3,310.3,1711,46.6,190,0,0,0,0,0,0
8425,L04244,L,299.8,311.0,1168,43.7,117,0,0,0,0,0,0
8426,M02521,M,299.3,311.3,1805,21.6,102,0,0,0,0,0,0
8427,M02522,M,301.0,310.4,1769,22.2,142,0,0,0,0,0,0
8428,L04245,L,301.4,310.6,1650,36.7,170,0,0,0,0,0,0
8429,H01662,H,298.5,309.3,1945,49.7,206,0,0,0,0,0,0
8430,M02523,M,298.4,309.3,1168,51.7,206,0,0,0,0,0,0
8431,L04246,L,299.9,309.1,1655,47.6,177,0,0,0,0,0,0
8432,L04247,L,296.9,307.4,1527,38.5,248,0,0,0,0,0,0
8433,H01663,H,299.0,311.0,1548,54.6,136,0,0,0,0,0,0
8434,M02524,M,302.7,312.8,1267,32.8,112,0,0,0,0,0,0
8435,M02525,M,297.0,307.9,1578,36.6,83,0,0,0,0,0,0
8436,M02526,M,299.3,310.9,1569,25.8,31,0,0,0,0,0,0
8437,L04248,L,298.8,310.8,1362,36.5,56,0,0,0,0,0,0
8438,M02527,M,304.0,314.2,1486,31.4,77,0,0,0,0,0,0
8439,H01664,H,298.9,310.2,1237,55.4,128,0,0,0,0,0,0
8440,L04249,L,299.0,308.3,1420,53.4,252,0,0,0,0,0,0
8441,M02528,M,297.9,308.0,1692,40.6,196,0,0,0,0,0,0
8442,L04250,L,300.0,309.6,1696,44.7,224,1,1,0,0,0,0
8443,L04251,L,300.5,308.7,1653,34.0,45,0,0,0,0,0,0
8444,L04252,L,298.2,306.6,1692,14.6,6,0,0,0,0,0,0
8445,H01665,H,302.0,312.4,1694,32.4,0,0,0,0,0,0,0
8446,L04253,L,300.5,311.0,1371,47.5,127,0,0,0,0,0,0
8447,L04254,L,301.7,310.7,1567,44.4,29,0,0,0,0,0,0
8448,M02529,M,299.3,310.9,1717,36.1,47,0,0,0,0,0,0
8449,L04255,L,300.5,309.4,1224,47.4,44,0,0,0,0,0,0
8450,M02530,M,299.6,309.8,1222,35.3,180,0,0,0,0,0,0
8451,H01666,H,302.9,312.5,1211,28.6,241,0,0,0,0,0,0
8452,L04256,L,300.2,310.3,1168,47.4,30,0,0,0,0,0,0
8453,L04257,L,300.0,310.9,1289,33.9,27,0,0,0,0,0,0
8454,H01667,H,299.1,309.8,1394,50.3,83,0,0,0,0,0,0
8455,L04258,L,299.0,309.7,1802,20.0,161,0,0,0,0,0,0
8456,L04259,L,300.5,311.1,1412,34.3,93,0,0,0,0,0,0
8457,H01668,H,301.6,310.4,1196,46.0,70,0,0,0,0,0,0
8458,H01669,H,298.6,309.8,1533,44.9,29,0,0,0,0,0,0
8459,M02531,M,300.3,309.2,1462,37.8,115,0,0,0,0,0,0
8460,M02532,M,300.4,310.3,1343,42.9,8,0,0,0,0,0,0
8461,H01670,H,300.7,310.4,1382,41.4,158,0,0,0,0,0,0
8462,M02533,M,296.6,306.9,1713,25.1,208,1,1,0,0,0,0
8463,M02534,M,298.2,307.7,1218,36.4,245,0,0,0,0,0,0
8464,H01671,H,297.3,307.1,1168,42.3,81,0,0,0,0,0,0
8465,M02535,M,300.1,311.7,1593,45.1,208,0,0,0,0,0,0
8466,M02536,M,298.2,306.9,1377,39.3,128,1,0,0,0,0,1
8467,L04260,L,299.0,309.0,1810,34.5,67,0,0,0,0,0,0
8468,M02537,M,297.6,306.5,1469,26.7,24,0,0,0,0,0,0
8469,M02538,M,299.2,309.9,1479,47.5,113,0,0,0,0,0,0
8470,L04261,L,297.8,307.0,1657,46.4,219,0,0,0,0,0,0
8471,L04262,L,301.5,311.6,1168,49.9,239,0,0,0,0,0,0
8472,H01672,H,301.0,309.6,1567,29.2,116,0,0,0,0,0,0
8473,L04263,L,300.3,311.6,1426,41.2,195,0,0,0,0,0,0
8474,L04264,L,299.4,309.5,1705,33.1,53,0,0,0,0,0,0
8475,L04265,L,295.9,306.1,1370,40.5,188,0,0,0,0,0,0
8476,L04266,L,299.1,309.9,1535,69.1,5,0,0,0,0,0,0
8477,M02539,M,298.5,307.2,1428,49.0,105,0,0,0,0,0,0
8478,L04267,L,300.5,309.9,1582,32.4,194,0,0,0,0,0,0
8479,L04268,L,301.2,311.4,1449,37.5,92,0,0,0,0,0,0
8480,H01673,H,300.6,308.9,1552,36.4,26,0,0,0,0,0,0
8481,L04269,L,302.5,310.9,1850,41.2,245,0,0,0,0,0,0
8482,L04270,L,298.9,308.0,1442,24.8,75,0,0,0,0,0,0
8483,H01674,H,298.8,307.6,1580,43.2,10,0,0,0,0,0,0
8484,M02540,M,302.1,311.7,1957,18.8,103,0,0,0,0,0,0
8485,M02541,M,300.3,310.9,1577,23.3,176,0,0,0,0,0,0
8486,H01675,H,299.5,310.3,1168,60.0,97,0,0,0,0,0,0
8487,H01676,H,303.7,315.5,1366,36.4,227,0,0,0,0,0,0
8488,L04271,L,301.2,311.1,1259,54.3,53,0,0,0,0,0,0
8489,M02542,M,299.6,309.8,1684,31.9,146,0,0,0,0,0,0
8490,M02543,M,298.6,308.6,1481,19.0,27,0,0,0,0,0,0
8491,L04272,L,302.7,313.0,1712,29.5,29,0,0,0,0,0,0
8492,H01677,H,300.4,310.8,1622,66.9,49,0,0,0,0,0,0
8493,L04273,L,300.0,311.0,1621,25.9,55,0,0,0,0,0,0
8494,H01678,H,301.4,312.3,1255,57.8,166,0,0,0,0,0,0
8495,M02544,M,301.8,312.3,1600,43.5,214,0,0,0,0,0,0
8496,M02545,M,301.1,312.6,1773,41.2,218,0,0,0,0,0,0
8497,L04274,L,301.8,311.8,1210,32.5,158,0,0,0,0,0,0
8498,H01679,H,300.9,310.3,1436,31.0,102,0,0,0,0,0,0
8499,M02546,M,301.1,310.7,1570,45.6,66,0,0,0,0,0,0
8500,L04275,L,298.5,308.4,1519,53.2,74,0,0,0,0,0,0
8501,L04276,L,303.6,312.5,1787,42.0,114,0,0,0,0,0,0
8502,M02547,M,297.5,306.9,1645,47.4,159,0,0,0,0,0,0
8503,L04277,L,300.6,309.5,1581,35.7,140,0,0,0,0,0,0
8504,M02548,M,297.3,307.7,1663,61.7,192,0,0,0,0,0,0
8505,M02549,M,299.8,310.2,1652,42.4,32,0,0,0,0,0,0
8506,L04278,L,298.9,307.1,1508,60.3,28,0,0,0,0,0,0
8507,M02550,M,300.3,309.6,1429,30.3,250,0,0,0,0,0,0
8508,L04279,L,300.7,312.5,1698,39.5,79,0,0,0,0,0,0
8509,H01680,H,298.1,308.7,1351,50.7,245,0,0,0,0,0,0
8510,H01681,H,299.9,310.4,1485,41.4,73,0,0,0,0,0,0
8511,L04280,L,302.8,312.1,1268,45.2,16,0,0,0,0,0,0
8512,M02551,M,297.4,307.7,1646,30.2,128,0,0,0,0,0,0
8513,M02552,M,298.3,308.3,1746,35.9,49,0,0,0,0,0,0
8514,H01682,H,301.7,310.9,1312,31.2,227,0,0,0,0,0,0
8515,L04281,L,300.2,309.7,1469,39.1,109,0,0,0,0,0,0
8516,M02553,M,300.3,309.8,1403,38.1,111,0,0,0,0,0,0
8517,H01683,H,302.0,310.6,1715,34.7,98,0,0,0,0,0,0
8518,L04282,L,298.4,307.1,1783,46.3,28,0,0,0,0,0,0
8519,M02554,M,299.0,308.8,1404,29.3,157,0,0,0,0,0,0
8520,L04283,L,298.7,307.9,1168,18.5,39,0,0,0,0,0,0
8521,M02555,M,299.3,309.0,1730,34.3,161,0,0,0,0,0,0
8522,L04284,L,302.7,311.1,1509,61.5,101,0,0,0,0,0,0
8523,H01684,H,296.6,307.4,1509,45.1,215,0,0,0,0,0,0
8524,L04285,L,297.6,309.6,1692,31.5,131,0,0,0,0,0,0
8525,L04286,L,297.3,308.3,1427,44.5,224,0,0,0,0,0,0
8526,H01685,H,302.8,313.9,1373,38.7,6,0,0,0,0,0,0
8527,H01686,H,298.8,309.4,1428,43.9,183,0,0,0,0,0,0
8528,M02556,M,299.3,309.6,1597,48.8,141,0,0,0,0,0,0
8529,M02557,M,296.8,306.9,1675,41.9,42,0,0,0,0,0,0
8530,L04287,L,299.5,308.6,1826,41.2,26,0,0,0,0,0,0
8531,M02558,M,301.7,312.4,1580,54.9,186,0,0,0,0,0,0
8532,L04288,L,300.5,311.1,1471,45.4,95,0,0,0,0,0,0
8533,L04289,L,299.8,309.3,1677,41.9,19,0,0,0,0,0,0
8534,H01687,H,296.9,307.4,1305,40.4,175,0,0,0,0,0,0
8535,M02559,M,299.3,308.7,1783,34.3,73,0,0,0,0,0,0
8536,L04290,L,300.3,309.7,1542,27.5,75,0,0,0,0,0,0
8537,L04291,L,298.0,308.8,1454,46.7,20,0,0,0,0,0,0
8538,H01688,H,301.3,311.7,1306,52.8,106,0,0,0,0,0,0
8539,L04292,L,301.8,311.5,1625,44.3,231,0,0,0,0,0,0
8540,L04293,L,298.9,308.6,1443,45.7,217,0,0,0,0,0,0
8541,L04294,L,301.5,311.6,1481,31.1,83,0,0,0,0,0,0
8542,L04295,L,299.8,307.9,1168,34.0,77,0,0,0,0,0,0
8543,L04296,L,302.3,311.5,1413,27.2,219,0,0,0,0,0,0
8544,H01689,H,304.0,312.7,1386,37.5,187,0,0,0,0,0,0
8545,L04297,L,297.8,307.8,1583,49.8,51,0,0,0,0,0,0
8546,M02560,M,301.5,312.6,1446,33.0,227,0,0,0,0,0,0
8547,M02561,M,302.6,313.1,1168,39.3,230,0,0,0,0,0,0
8548,M02562,M,298.1,307.5,1416,47.0,86,0,0,0,0,0,0
8549,M02563,M,298.8,308.1,1209,52.1,225,0,0,0,0,0,0
8550,M02564,M,298.8,308.1,1291,23.5,167,0,0,0,0,0,0
8551,M02565,M,299.7,311.7,1700,35.2,221,0,0,0,0,0,0
8552,M02566,M,299.3,309.4,1168,32.6,97,0,0,0,0,0,0
8553,M02567,M,299.6,309.8,1558,31.2,100,0,0,0,0,0,0
8554,M02568,M,301.7,309.7,1398,36.2,127,0,0,0,0,0,0
8555,M02569,M,296.2,305.0,1359,20.5,66,0,0,0,0,0,0
8556,L04298,L,298.1,308.0,1304,36.3,135,0,0,0,0,0,0
8557,M02570,M,301.3,310.8,1563,40.4,128,0,0,0,0,0,0
8558,M02571,M,301.1,311.2,1586,29.6,47,0,0,0,0,0,0
8559,L04299,L,297.9,308.0,1168,35.2,226,1,1,0,0,0,0
8560,H01690,H,301.1,311.7,1730,40.2,26,0,0,0,0,0,0
8561,L04300,L,302.7,310.8,1262,41.2,223,0,0,0,0,0,0
8562,L04301,L,299.9,308.8,1577,23.7,136,0,0,0,0,0,0
8563,H01691,H,298.0,307.9,1263,47.0,121,0,0,0,0,0,0
8564,L04302,L,301.7,311.1,1408,47.2,217,0,0,0,0,0,0
8565,L04303,L,303.4,313.1,1244,32.6,114,0,0,0,0,0,0
8566,L04304,L,298.2,308.3,1394,56.8,76,0,0,0,0,0,0
8567,H01692,H,300.1,309.3,1459,44.6,39,0,0,0,0,0,0
8568,L04305,L,302.2,312.4,1270,43.1,174,0,0,0,0,0,0
8569,M02572,M,300.2,310.8,1562,46.8,210,1,1,0,0,0,0
8570,M02573,M,296.5,306.6,1589,29.7,129,0,0,0,0,0,0
8571,M02574,M,300.9,311.6,2041,36.5,71,0,0,0,0,0,0
8572,H01693,H,298.0,306.0,1685,46.2,238,0,0,0,0,0,0
8573,H01694,H,297.5,306.9,1735,32.0,163,0,0,0,0,0,0
8574,L04306,L,296.5,307.4,1168,36.5,137,0,0,0,0,0,0
8575,H01695,H,302.4,311.5,1168,46.0,200,0,0,0,0,0,0
8576,M02575,M,298.3,307.3,1440,43.1,84,0,0,0,0,0,0
8577,L04307,L,300.7,310.5,1857,40.2,186,0,0,0,0,0,0
8578,L04308,L,301.2,311.1,1994,40.6,88,0,0,0,0,0,0
8579,M02576,M,300.3,309.8,1362,38.3,65,0,0,0,0,0,0
8580,L04309,L,300.6,312.4,1382,48.5,58,0,0,0,0,0,0
8581,M02577,M,300.8,311.0,1608,60.9,223,0,0,0,0,0,0
8582,L04310,L,300.3,309.4,1460,42.9,203,0,0,0,0,0,0
8583,M02578,M,298.5,307.0,1465,52.8,52,0,0,0,0,0,0
8584,L04311,L,298.3,308.7,1626,35.6,17,0,0,0,0,0,0
8585,H01696,H,299.8,308.9,2043,33.2,39,0,0,0,0,0,0
8586,L04312,L,299.7,311.7,1760,32.1,77,0,0,0,0,0,0
8587,L04313,L,300.9,311.3,1873,30.8,154,0,0,0,0,0,0
8588,L04314,L,302.2,312.8,1168,37.1,168,0,0,0,0,0,0
8589,L04315,L,300.7,310.9,1714,48.9,28,0,0,0,0,0,0
